9F31E290ED1749F9573DED47380FAA14,42255,15522,3gnet,356165,116.79.199.55,220.206.184.200,2015-08-08 23:18:50.999611,2015-08-08 23:19:03.613498,0,308,875,1,172.30.11.250,40912,210.21.196.6,53,0,pmir.3g.qq.com,,
AB85263C2D95D7483BD7A31D779FFB5C,42273,31271,3gnet,358699,116.79.199.12,220.206.184.197,2015-08-08 23:19:01.072638,2015-08-08 23:19:01.072638,0,56,0,1,172.25.113.117,0,210.21.196.6,0,0,,,
D33A1FBF3BE9367A4EAF73E33152336C,42269,29961,3gnet,352090,116.79.199.22,220.206.184.197,2015-08-08 23:18:51.258381,2015-08-08 23:18:51.258381,0,60,0,1,172.26.215.227,44129,216.58.221.36,443,0,,,
D33A1FBF3BE9367A4EAF73E33152336C,42269,29961,3gnet,352090,116.79.199.22,220.206.184.197,2015-08-08 23:18:27.217799,2015-08-08 23:18:51.278628,24,788,485,1,172.26.215.227,35693,140.205.160.94,80,200,http://adash.m.taobao.com/rest/gc?dd=Q1ljaygTURaphK1ibRqc9w%3D%3D&nsgs=1&ak=12278902&av=5.2.6&c=231200%40taobao_android_5.2.6&v=3.0&s=ff65899d82378fdd3f578474d5f90a1e30a8b19e&d=VI7o7JKjKukDAKsPFK2M7N%2Bm&sv=4.3.0&p=a&t=1439047018217&u=&is=1,Dalvik/2.1.0 (Linux; U; Android 5.0.1; HTC One_M8 Build/LRX22C),application/x-www-form-urlencoded
4FC0D9F3D0FDB371D43C520A9173EA31,42266,10123,3gnet,868331,116.79.199.47,220.206.184.194,2015-08-08 23:18:51.329372,2015-08-08 23:18:54.364333,3,120,0,1,172.29.68.156,59423,83.233.165.65,4500,0,,,
D017D85F366B1138CED917F23684CB66,42243,30764,3gnet,013627,116.79.199.25,220.206.184.202,2015-08-08 23:18:35.732977,2015-08-08 23:18:51.444157,15,684,64,1,172.25.36.205,52809,173.194.72.108,993,0,,,
F680D422E1611359CDD659B83DF3885B,42241,41199,3gnet,866002,116.79.199.42,220.206.184.203,2015-08-08 23:18:51.516222,2015-08-08 23:20:06.681015,0,726,1574,1,172.29.224.62,2350,210.21.196.6,53,0,r3.mo.baidu.com,,
D017D85F366B1138CED917F23684CB66,42243,30764,3gnet,013627,116.79.199.25,220.206.184.202,2015-08-08 23:18:35.907679,2015-08-08 23:18:51.636322,15,677,87,1,172.25.36.205,52810,173.194.72.108,993,0,,,
FA3F1BD87AD8F9B1E6A082596095625D,9473,61752,3gnet,864500,116.79.205.43,220.206.184.200,2015-08-08 23:18:51.650272,2015-08-08 23:20:15.183030,1103,15126,30116,2,172.25.130.57,61679,210.21.196.6,53,0,configsvr.msf.3g.qq.com,,
F680D422E1611359CDD659B83DF3885B,42241,41199,3gnet,866002,116.79.199.42,220.206.184.203,2015-08-08 23:18:51.636119,2015-08-08 23:18:51.953597,0,460,367,1,172.29.224.62,53071,123.125.115.151,80,0,http://r3.mo.baidu.com/bdinput/iss.mo?ua=bd_1536_2560_meizu-mx4pro_4-4-4_p-a1-3-75&uid=bd_573768420200668&from=1001911a,Android/4.4.4,
