A06271215F317B329689E023BFEED510,42271,32031,3gnet,862795,116.79.199.17,220.206.184.200,2015-08-07 00:17:02.313534,2015-08-07 00:17:03.979911,1,112,112,1,172.27.186.84,56738,123.125.80.150,80,0,,,
FEFC47EB7E760C5065A428C2AE35DEC4,42258,52441,3gnet,359029,116.79.199.19,220.206.184.202,2015-08-07 00:17:02.398371,2015-08-07 00:18:35.015334,0,2993,5827,1,172.25.193.194,43012,210.21.196.6,53,0,push.myzaker.com,,
FEFC47EB7E760C5065A428C2AE35DEC4,42258,52441,3gnet,359029,116.79.199.19,220.206.184.202,2015-08-07 00:17:02.488458,2015-08-07 00:17:17.498890,15,300,0,1,172.25.193.194,49630,216.58.221.132,443,0,,,
4463468BACFFE198CE9C4DFC9D72EF04,42258,10740,3gnet,013030,116.79.199.25,220.206.184.196,2015-08-07 00:16:57.822324,2015-08-07 00:18:21.103678,42,21282,235794,1,172.29.73.110,50945,112.90.246.87,80,200,http://ww2.sinaimg.cn/wap720/67bf3711jw1eus60bolqpj20c8097gm3.jpg,Weibo/4534 CFNetwork/711.1.16 Darwin/14.0.0,image/jpeg
86597ED1F5DA295F7C914D3B96B5DF28,20854,9342,3gnet,865854,116.79.205.30,220.206.184.197,2015-08-07 00:17:02.610973,2015-08-07 00:17:02.613811,0,63,182,2,172.27.254.162,11596,210.21.196.6,53,0,monitor.uu.qq.com,,
D7EBA3D673B3269E74F0935FAEE7A504,20861,50582,3gnet,356512,116.79.199.40,220.206.184.195,2015-08-07 00:17:02.721062,2015-08-07 00:18:42.527277,138,3626,10073,2,172.30.131.11,1989,210.21.196.6,53,0,p.store.qq.com,,
D7EBA3D673B3269E74F0935FAEE7A504,20861,50582,3gnet,356512,116.79.199.40,220.206.184.195,2015-08-07 00:17:02.721286,2015-08-07 00:17:10.269085,7,60,208,2,172.30.131.11,48491,163.177.76.80,14000,0,,,
EA5787FA149902B38B89770D4A4902E6,42579,32181,3gnet,013055,116.79.199.36,220.206.184.197,2015-08-07 00:16:58.932767,2015-08-07 00:18:43.798231,42,229846,12416173,1,172.29.97.96,64653,58.254.132.66,80,206,http://58.254.132.66/dd.yinyuetai.com/uploads/videos/common/BE5B013DC42609F2CD3639F74137D720.mp4?sc=e397804ffd83eb4e&br=577&rd=iOS&uniqueId=0a2a39e3838f66ea3638b9743a803211,AppleCoreMedia/1.0.0.9B206 (iPhone; U; CPU OS 5_1_1 like Mac OS X; zh_cn),video/mp4
FEFC47EB7E760C5065A428C2AE35DEC4,42258,52441,3gnet,359029,116.79.199.19,220.206.184.202,2015-08-07 00:17:02.488458,2015-08-07 00:17:02.998492,0,934,1412,1,172.25.193.194,35663,112.90.148.14,80,200,http://push.myzaker.com/push/android_msg_update.php?_appid=AndroidPhone&_bsize=720_1280&_dev=11&_mac=E4%3A12%3A1D%3A1E%3A72%3A5D&_mcode=6B672B19&_nudid=4101a4773491ac9d94a779222142cf39&_os=4.3_SM-G7102&_os_name=SM-G7102&_udid=359028050702826&_v=5.1.1&_version=5.11&disable_dailynews=0&disable_flashnews=0&disable_localnews=0&disable_nightread=0&disable_starbuck=0&last_time=1438856707,Mozilla/5.0 (Linux; U; Android 4.3; zh-cn;SM-G7102 Build/JOP40D; CyanogenMod-10.1) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30,text/html; charset=utf-8
86597ED1F5DA295F7C914D3B96B5DF28,20854,9342,3gnet,865854,116.79.205.30,220.206.184.197,2015-08-07 00:17:03.090938,2015-08-07 00:17:06.671756,3,120,0,2,172.27.254.162,59653,140.207.135.110,12004,0,,,
