427B6C6B672BF7420E43148B9D58873E,43055,12481,3gnet,013046,220.206.179.19,220.206.184.195,2015-08-04 23:22:26.540041,2015-08-04 23:22:34.542949,8,8310,7512,1,172.21.100.46,50975,17.173.255.33,443,0,,,
427B6C6B672BF7420E43148B9D58873E,43055,12481,3gnet,013046,220.206.179.19,220.206.184.195,2015-08-04 23:22:34.693018,2015-08-04 23:22:35.752909,1,128,0,1,172.21.100.46,50977,17.173.255.33,443,0,,,
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:22:00.820451,2015-08-04 23:22:37.337544,36,3024,90798,1,172.28.121.207,52750,140.207.62.102,80,200,http://b32.photo.store.qq.com/psb?/V10q1hEK38VS6O/Bfe2g5n1PZpJ3PJbTevnHA*1YJo*x6bJf*U0sePSTy4!/b/dCAAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJWAwAAAAAFB*M!&t=5&mType=qzBigPicd,qzone,image/webp
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:32.815543,2015-08-04 23:22:40.077678,67,506,3835,1,172.28.121.207,39028,163.177.76.79,80,200,http://a3.qpic.cn/psb?/V10q1hEK38VS6O/dzYvTKKXvcJxlPiWfMDH1ibVHUzvNCsYtbtbU.4jRPQ!/a/dBoBAAAAAAAA&ek=1&kp=1&pt=0&bo=QAHwAAAAAAABAJY!&sce=0-12-12&rf=4-24&mType=qzone,,image/jpeg
A12E5A74FCFF3F2C7959F1BA0475CB6E,43044,31962,3GNET,013477,116.79.222.47,220.206.184.203,2015-08-04 23:22:50.791018,2015-08-04 23:22:50.791018,0,56,0,1,172.28.33.170,0,210.21.196.6,0,0,,,
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:46.657991,2015-08-04 23:22:42.795722,56,2800,32943,1,172.28.121.207,37714,140.207.62.47,80,302,http://b37.photo.store.qq.com/psu?/0a630f18-6023-4f87-9bd1-4caba48dfb30/OVtj7Dau06UOOuKm7l.OPXFX6Z0hUZFBgT0pEN29X7M!/m/Yb5ZEhbbAQAAYpFFvxNlgAAA&ek=1&kp=1&pt=0&t=5&su=0126756081&mType=qzPicd,qzone,
427B6C6B672BF7420E43148B9D58873E,43055,12481,3gnet,013046,220.206.179.19,220.206.184.195,2015-08-04 23:22:35.762798,2015-08-04 23:22:42.955692,7,8496,18504,1,172.21.100.46,50978,17.173.255.63,443,0,,,
E290CE11D2C0973FCF044128A953F005,43041,10431,3gnet,012849,116.79.222.18,220.206.184.194,2015-08-04 23:22:43.000176,2015-08-04 23:22:43.000176,0,353,0,1,172.21.53.74,36944,122.13.129.16,80,0,,,
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:57.070302,2015-08-04 23:22:45.297865,90,6479,109967,1,172.28.121.207,47233,140.207.62.47,80,200,http://b37.photo.store.qq.com/psb?/V10q1hEK38VS6O/cnPkQOV2NPlENsVG5CNDvsnSH7guzprKpyDyE1Xf95Q!/b/dCUAAAAAAAAA&ek=1&kp=1&pt=0&bo=4AGAAgAAAAAFB0c!&t=5&mType=qzPicd,qzone,image/webp
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:32.813510,2015-08-04 23:22:43.227716,70,506,4234,1,172.28.121.207,44890,163.177.76.81,80,200,http://a4.qpic.cn/psb?/V10q1hEK38VS6O/sfaqKwuaa7xlnD5zDPRfd7Y7ivcKrGB2o8BfUFzIlbY!/a/dAsAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJWAwAAAAABAPA!&sce=0-12-12&rf=4-24&mType=qzone,,image/jpeg
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:32.879517,2015-08-04 23:22:44.251715,71,506,3662,1,172.28.121.207,34896,163.177.76.83,80,200,http://a1.qpic.cn/psb?/V10q1hEK38VS6O/Bco2zMEsI9KTjg3YMg0UtqLmb0LDjQ30DTlEllFMa6w!/a/dCwAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJWAwAAAAABAPA!&sce=0-12-12&rf=4-24&mType=qzone,,image/jpeg
427B6C6B672BF7420E43148B9D58873E,43055,12481,3gnet,013046,220.206.179.19,220.206.184.195,2015-08-04 23:22:45.645134,2015-08-04 23:23:07.765039,0,133,351,1,172.21.100.46,59046,210.21.196.6,53,0,www.apple.com,,
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:42.807792,2015-08-04 23:22:47.205548,64,601,2975,1,172.28.121.207,59560,163.177.153.82,80,200,http://qzonestyle.gtimg.cn/qzone/em/e328544.gif,qzone,image/gif
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:22:47.265821,2015-08-04 23:22:47.428889,0,1176,250,1,172.28.121.207,34751,163.177.68.190,80,0,http://wspeed.qq.com/w.cgi,Dalvik/1.6.0 (Linux; U; Android 4.1.2; Coolpad7295 Build/JZO54K),application/x-www-form-urlencoded
427B6C6B672BF7420E43148B9D58873E,43055,12481,3gnet,013046,220.206.179.19,220.206.184.195,2015-08-04 23:22:41.995012,2015-08-04 23:22:47.545196,5,8416,15596,1,172.21.100.46,50979,17.173.255.33,443,0,,,
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:55.322171,2015-08-04 23:22:47.827818,52,8405,144353,1,172.28.121.207,54984,140.207.62.102,80,200,http://b40.photo.store.qq.com/psb?/V10q1hEK38VS6O/ciYgVMrV18doypCL4iSREQpR0*EmZsvWIXYKpUxKY70!/m/dCgAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJwBAAAAAAFB9I!&t=5&mType=qzPicd,qzone,image/jpeg
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:22:15.400944,2015-08-04 23:22:47.857867,32,777,7700,1,172.28.121.207,40326,220.249.243.49,80,200,http://b6.photo.store.qq.com/psb?/V10q1hEK38VS6O/X0cKVAleLpUF5UaSgTo0DuQ2gXK8jqucpxzd0q*DTYU!/m/dAYAAAAAAAAA&ek=1&kp=1&pt=0&bo=gAJwBAAAAAAFB9I!&t=5&mType=qzPicd,qzone,image/jpeg
3F9AFB319ABBDC795FCED7CAB8D96B25,43063,20613,3GNET,868772,220.206.179.16,220.206.184.200,2015-08-04 23:21:55.330120,2015-08-04 23:22:49.827853,54,6491,90011,1,172.28.121.207,47389,140.207.62.102,80,200,http://b22.photo.store.qq.com/psb?/V10q1hEK38VS6O/aA3obfZID*dqRLvjl84KQqCYp.h6814q92fHSziK2dQ!/m/dBYAAAAAAAAA&ek=1&kp=1&pt=0&bo=4AGAAgAAAAAFB0c!&t=5&mType=qzPicd,qzone,image/jpeg
A12E5A74FCFF3F2C7959F1BA0475CB6E,43044,31962,3GNET,013477,116.79.222.47,220.206.184.203,2015-08-04 23:22:49.853559,2015-08-04 23:22:50.241455,0,128,290,1,172.28.33.170,60997,210.21.196.6,53,0,time-ios.apple.com,,
427B6C6B672BF7420E43148B9D58873E,43055,12481,3gnet,013046,220.206.179.19,220.206.184.195,2015-08-04 23:22:51.716741,2015-08-04 23:22:51.716741,0,64,0,1,172.21.100.46,50981,17.173.255.63,443,0,,,
